Title,Artist,Top_genre,Year,Bpm,Nrgy,Dnce,DB,Live,Val,Dur,Acous,Spch,Popularity,Country
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,adult standards,1959,134,24,45,-14,18,70,117,91,4,89,belgium
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,adult standards,1959,134,24,45,-14,18,70,117,91,4,89,canada
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,adult standards,1959,134,24,45,-14,18,70,117,91,4,89,usa
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,adult standards,1959,134,24,45,-14,18,70,117,91,4,89,france
Let It Snow! Let It Snow! Let It Snow!,Frank Sinatra,adult standards,1994,142,26,65,-13,36,84,155,90,6,91,world
Let It Snow! Let It Snow! Let It Snow!,Frank Sinatra,adult standards,1994,142,26,65,-13,36,84,155,90,6,91,africa
Let It Snow! Let It Snow! Let It Snow!,Frank Sinatra,adult standards,1994,142,26,65,-13,36,84,155,90,6,91,australia
Let It Snow! Let It Snow! Let It Snow!,Frank Sinatra,adult standards,1994,142,26,65,-13,36,84,155,90,6,91,belgium
Let It Snow! Let It Snow! Let It Snow!,Frank Sinatra,adult standards,1994,142,26,65,-13,36,84,155,90,6,91,canada
Let It Snow! Let It Snow! Let It Snow!,Frank Sinatra,adult standards,1994,142,26,65,-13,36,84,155,90,6,91,usa
Let It Snow! Let It Snow! Let It Snow!,Frank Sinatra,adult standards,1994,142,26,65,-13,36,84,155,90,6,91,italy
Mele Kalikimaka,Bing Crosby,adult standards,1945,202,22,50,-12,28,62,175,65,9,82,usa
Mistletoe And Holly,Frank Sinatra,adult standards,1957,110,10,61,-14,8,34,136,80,4,81,canada
Mistletoe And Holly,Frank Sinatra,adult standards,1957,110,10,61,-14,8,34,136,80,4,81,usa
O Tannenbaum,Vince Guaraldi Trio,adult standards,1965,123,19,58,-16,13,34,309,91,4,79,usa
Rockin' Around The Christmas Tree,Brenda Lee,adult standards,1964,67,47,59,-9,51,90,126,61,5,93,world
Rockin' Around The Christmas Tree,Brenda Lee,adult standards,1964,67,47,59,-9,51,90,126,61,5,93,africa
Rockin' Around The Christmas Tree,Brenda Lee,adult standards,1964,67,47,59,-9,51,90,126,61,5,93,australia
Rockin' Around the Christmas Tree,Brenda Lee,adult standards,1991,141,64,68,-9,22,83,126,57,4,79,australia
Rockin' Around The Christmas Tree,Brenda Lee,adult standards,1964,67,47,59,-9,51,90,126,61,5,93,belgium
Rockin' Around The Christmas Tree,Brenda Lee,adult standards,1964,67,47,59,-9,51,90,126,61,5,93,canada
Rockin' Around The Christmas Tree,Brenda Lee,adult standards,1964,67,47,59,-9,51,90,126,61,5,93,usa
Rockin' Around The Christmas Tree,Brenda Lee,adult standards,1964,67,47,59,-9,51,90,126,61,5,93,italy
Rockin' Around The Christmas Tree,Brenda Lee,adult standards,1964,67,47,59,-9,51,90,126,61,5,93,malasya
Rudolph The Red-Nosed Reindeer,Dean Martin,adult standards,1959,136,20,48,-17,9,86,136,92,3,84,germany
Santa Baby ,Eartha Kitt,adult standards,2002,84,14,70,-12,19,49,206,90,6,76,usa
Santa Claus Is Comin' to Town,Frank Sinatra,adult standards,1994,140,20,65,-12,31,69,155,83,6,78,italy
Santa Claus Is Coming To Town,The Jackson 5,adult standards,1970,147,76,69,-5,18,96,144,42,3,85,world
Santa Claus Is Coming to Town,Michael Buble,adult standards,2011,123,40,59,-7,4,42,172,79,5,75,world
Santa Claus Is Coming To Town,The Jackson 5,adult standards,1970,147,76,69,-5,18,96,144,42,3,85,africa
Santa Claus Is Coming to Town,Michael Buble,adult standards,2011,123,40,59,-7,4,42,172,79,5,75,africa
Santa Claus Is Coming To Town,The Jackson 5,adult standards,1970,147,76,69,-5,18,96,144,42,3,85,australia
Santa Claus Is Coming to Town,Michael Buble,adult standards,2011,123,40,59,-7,4,42,172,79,5,75,australia
Santa Claus Is Coming To Town,The Jackson 5,adult standards,1970,147,76,69,-5,18,96,144,42,3,85,belgium
Santa Claus Is Coming to Town,Michael Buble,adult standards,2011,123,40,59,-7,4,42,172,79,5,75,belgium
Santa Claus Is Coming To Town,The Jackson 5,adult standards,1970,147,76,69,-5,18,96,144,42,3,85,canada
Santa Claus Is Coming to Town,Michael Buble,adult standards,2011,123,40,59,-7,4,42,172,79,5,75,canada
Santa Claus Is Coming To Town,The Jackson 5,adult standards,1970,147,76,69,-5,18,96,144,42,3,85,usa
Santa Claus Is Coming to Town,Michael Buble,adult standards,2011,123,40,59,-7,4,42,172,79,5,75,italy
Sleigh Ride,The Ronettes,adult standards,2019,92,77,53,-7,32,85,181,40,3,77,world
Sleigh Ride,The Ronettes,adult standards,2019,92,77,53,-7,32,85,181,40,3,77,africa
Sleigh Ride,The Ronettes,adult standards,2019,92,77,53,-7,32,85,181,40,3,77,australia
Sleigh Ride,The Ronettes,adult standards,2019,92,77,53,-7,32,85,181,40,3,77,belgium
Sleigh Ride,The Ronettes,adult standards,2019,92,77,53,-7,32,85,181,40,3,77,canada
Sleigh Ride,The Ronettes,adult standards,2019,92,77,53,-7,32,85,181,40,3,77,usa
The Christmas Song ,Nat King Cole,adult standards,1962,79,21,32,-15,14,21,192,92,3,89,world
The Christmas Song ,Nat King Cole,adult standards,1962,79,21,32,-15,14,21,192,92,3,89,africa
The Christmas Song ,Nat King Cole,adult standards,1962,79,21,32,-15,14,21,192,92,3,89,australia
The Christmas Song ,Nat King Cole,adult standards,1962,79,21,32,-15,14,21,192,92,3,89,belgium
The Christmas Song ,Nat King Cole,adult standards,1962,79,21,32,-15,14,21,192,92,3,89,canada
The Christmas Song ,Nat King Cole,adult standards,1962,79,21,32,-15,14,21,192,92,3,89,usa
What Christmas Means To Me,Stevie Wonder,adult standards,1967,167,54,48,-10,8,82,147,24,4,80,australia
What Christmas Means To Me,Stevie Wonder,adult standards,1967,167,54,48,-10,8,82,147,24,4,80,canada
White Christmas,Bing Crosby,adult standards,1942,131,16,32,-16,34,25,177,67,4,89,world
White Christmas,Bing Crosby,adult standards,1942,131,16,32,-16,34,25,177,67,4,89,africa
White Christmas,Bing Crosby,adult standards,1942,131,16,32,-16,34,25,177,67,4,89,australia
White Christmas,Michael Buble,adult standards,2011,127,49,61,-7,13,64,218,44,4,73,australia
White Christmas,Bing Crosby,adult standards,1942,131,16,32,-16,34,25,177,67,4,89,belgium
White Christmas,Bing Crosby,adult standards,1942,131,16,32,-16,34,25,177,67,4,89,canada
White Christmas,Bing Crosby,adult standards,1942,131,16,32,-16,34,25,177,67,4,89,usa
Winter Wonderland,Tony Bennett,adult standards,1968,115,37,45,-14,8,63,134,83,4,85,australia
Winter Wonderland,Tony Bennett,adult standards,1968,115,37,45,-14,8,63,134,83,4,85,canada
Winter Wonderland,Bing Crosby,adult standards,2006,127,23,59,-14,12,54,144,83,5,83,usa
Hallelujah,Pentatonix,a cappella,2016,119,38,32,-7,34,37,269,45,4,82,germany
